"name","mana_cost","combined_mana_cost","card_text","power","toughness","standard","commander","type","First_keyword","Second_keyword","Third_keyword","Fourth_keyword","layout","arena_id","prints_search_uri","rarity","number_keywords","Flying","Deathtouch","Haste","Vigilance","Broad_type"
"Baneful Omen","{4}{B}{B}{B}",7,"At the beginning of your end step, you may reveal the top card of your library. If you do, each opponent loses life equal to that card's mana value.",NA,NA,"not_legal","legal","Enchantment",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Adc1711cf-c62b-436b-ba35-56bef8ef14d0&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Enchantment"
"Basilisk Collar","{1}",1,"Equipped creature has deathtouch and lifelink. (Any amount of damage it deals to a creature is enough to destroy it. Damage dealt by this creature also causes you to gain that much life.)
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",NA,NA,"legal","legal","Artifact — Equipment","Equip",NA,NA,NA,"normal",94097,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Af5f4dd28-f4ae-4d39-b9b8-6ebfd63c93fe&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact"
"Blade of the Bloodchief","{1}",1,"Whenever a creature dies, put a +1/+1 counter on equipped creature. If equipped creature is a Vampire, put two +1/+1 counters on it instead.
Equip {1}",NA,NA,"not_legal","legal","Artifact — Equipment","Equip",NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A8985e545-07c3-45f9-9058-fe3c1f50de04&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact"
"A-Blood Artist","{1}{B}",2,"Whenever Blood Artist or another creature dies, target opponent loses 1 life and you gain 1 life.","0","1","not_legal","not_legal","Creature — Vampire",NA,NA,NA,NA,"normal",81229,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A1d96c049-d747-4c98-a5fe-a0c94b6a899c&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature"
"Blood Artist","{1}{B}",2,"Whenever this creature or another creature dies, target player loses 1 life and you gain 1 life.","0","1","not_legal","legal","Creature — Vampire",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A310f141c-7f37-4729-aed6-dd9c09db448d&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature"
"Blood Tribute","{4}{B}{B}",6,"Kicker—Tap an untapped Vampire you control. (You may tap a Vampire you control in addition to any other costs as you cast this spell.)
Target opponent loses half their life, rounded up. If this spell was kicked, you gain life equal to the life lost this way.",NA,NA,"not_legal","legal","Sorcery","Kicker",NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aaa2da79c-b36c-4120-8d7d-f5571e87e45e&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery"
"Bloodbond Vampire","{2}{B}{B}",4,"Whenever you gain life, put a +1/+1 counter on this creature.","3","3","not_legal","legal","Creature — Vampire Shaman Ally",NA,NA,NA,NA,"normal",72271,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aa2057118-9fd1-431d-9441-fef198d67ff2&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature"
"Bolas's Citadel","{3}{B}{B}{B}",6,"You may look at the top card of your library any time.
You may play lands and cast spells from the top of your library. If you cast a spell this way, pay life equal to its mana value rather than pay its mana cost.
{T}, Sacrifice ten nonland permanents: Each opponent loses 10 life.",NA,NA,"not_legal","legal","Legendary Artifact",NA,NA,NA,NA,"normal",69530,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A2bd111bb-ce02-414c-b5b7-e0e037d8d96b&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact"
"Butcher of Malakir","{5}{B}{B}",7,"Flying
Whenever this creature or another creature you control dies, each opponent sacrifices a creature of their choice.","5","4","not_legal","legal","Creature — Vampire Warrior","Flying",NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aa85197ab-dc94-4b72-9716-8dbdbbe90ff8&unique=prints","rare",1,"Flying","Not deathtouch","Not haste","Not vigilance","Creature"
"Cabal Stronghold","",0,"{T}: Add {C}.
{3}, {T}: Add {B} for each basic Swamp you control.",NA,NA,"not_legal","legal","Land",NA,NA,NA,NA,"normal",67580,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A066cd584-773c-4623-be53-8f6feda5a26a&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land"
"Caged Sun","{6}",6,"As this artifact enters, choose a color.
Creatures you control of the chosen color get +1/+1.
Whenever a land's ability causes you to add one or more mana of the chosen color, add one additional mana of that color.",NA,NA,"not_legal","legal","Artifact",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A09b895ff-e729-48d1-bfc1-ea5fd7adda6a&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact"
"Captivating Vampire","{1}{B}{B}",3,"Other Vampire creatures you control get +1/+1.
Tap five untapped Vampires you control: Gain control of target creature. It becomes a Vampire in addition to its other types.","2","2","not_legal","legal","Creature — Vampire",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aacd382ee-94fb-4a29-b14e-c2a3c6dde7e0&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature"
"Child of Night","{1}{B}",2,"Lifelink","2","1","not_legal","legal","Creature — Vampire","Lifelink",NA,NA,NA,"normal",72280,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ac650a7bc-e350-44a0-a698-d4a233d66156&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature"
"A-Cosmos Elixir","{4}",4,"At the beginning of your end step, draw a card if your life total is greater than your starting life total. Otherwise, you gain 2 life and scry 1.",NA,NA,"not_legal","not_legal","Artifact","Scry",NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A5d945383-e854-4d46-a420-158517348164&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact"
"Cosmos Elixir","{4}",4,"At the beginning of your end step, draw a card if your life total is greater than your starting life total. Otherwise, you gain 2 life.",NA,NA,"not_legal","legal","Artifact",NA,NA,NA,NA,"normal",75284,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aed7300f4-831a-4ba4-b5e6-ceba8d079eaa&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact"
"Crypt Ghast","{3}{B}",4,"Extort (Whenever you cast a spell, you may pay {W/B}. If you do, each opponent loses 1 life and you gain that much life.)
Whenever you tap a Swamp for mana, add an additional {B}.","2","2","not_legal","legal","Creature — Spirit","Extort",NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aa3c8d817-7949-4dae-b9f5-f9d952479270&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature"
"Choice of Damnations","{5}{B}",6,"Target opponent chooses a number. You may have that player lose that much life. If you don't, that player sacrifices all but that many permanents of their choice.",NA,NA,"not_legal","legal","Sorcery — Arcane",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A506714a8-b9c2-443a-a9e8-ef9130e674ba&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery"
"Damnation","{2}{B}{B}",4,"Destroy all creatures. They can't be regenerated.",NA,NA,"not_legal","legal","Sorcery",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ad57a8f0b-7989-4db5-8756-6f2690097252&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery"
"Dark Ritual","{B}",1,"Add {B}{B}{B}.",NA,NA,"not_legal","legal","Instant",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A53f7c868-b03e-4fc2-8dcf-a75bbfa3272b&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Instant"
"Drana, Liberator of Malakir","{1}{B}{B}",3,"Flying, first strike
Whenever Drana deals combat damage to a player, put a +1/+1 counter on each attacking creature you control.","2","3","not_legal","legal","Legendary Creature — Vampire Ally","Flying"," First strike",NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A89b24b5f-d837-4274-8877-8ff7dc2708ba&unique=prints","mythic",2,"Flying","Not deathtouch","Not haste","Not vigilance","Creature"
"Elixir of Immortality","{1}",1,"{2}, {T}: You gain 5 life. Shuffle this artifact and your graveyard into their owner's library.",NA,NA,"not_legal","legal","Artifact",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A204b71fc-4d5f-40dd-903d-56c733171d84&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact"
"Erebos's Intervention","{X}{B}",1,"Choose one —
• Target creature gets -X/-X until end of turn. You gain X life.
• Exile up to twice X target cards from graveyards.",NA,NA,"not_legal","legal","Instant",NA,NA,NA,NA,"normal",70605,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ae078585e-7058-4746-a884-3c9a14630a1b&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Instant"
"Fated Return","{4}{B}{B}{B}",7,"Put target creature card from a graveyard onto the battlefield under your control. It gains indestructible. If it's your turn, scry 2.",NA,NA,"not_legal","legal","Instant","Scry",NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A0eeab568-9186-4813-87e7-9c1e6a7c76e7&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Instant"
"Feed the Swarm","{1}{B}",2,"Destroy target creature or enchantment an opponent controls. You lose life equal to that permanent's mana value.",NA,NA,"legal","legal","Sorcery",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A5825997b-10d7-4a36-972c-a80ddd90b8ed&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery"
"Fleshbag Marauder","{2}{B}",3,"When this creature enters, each player sacrifices a creature of their choice.","3","1","not_legal","legal","Creature — Zombie Warrior",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A4b1bf05e-753e-4350-a913-894cf3cecc0c&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature"
"Forever Young","{1}{B}",2,"Put any number of target creature cards from your graveyard on top of your library.
Draw a card.",NA,NA,"not_legal","legal","Sorcery",NA,NA,NA,NA,"normal",70236,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A31f32afa-5b2a-4218-ae7b-642e1cac3911&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery"
"Gatekeeper of Malakir","{B}{B}",2,"Kicker {B} (You may pay an additional {B} as you cast this spell.)
When this creature enters, if it was kicked, target player sacrifices a creature of their choice.","2","2","legal","legal","Creature — Vampire Warrior","Kicker",NA,NA,NA,"normal",94141,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A6781f8ae-2a86-4e3d-bc43-48809c9d6c26&unique=prints","uncommon",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature"
"Gray Merchant of Asphodel","{3}{B}{B}",5,"When this creature enters, each opponent loses X life, where X is your devotion to black. You gain life equal to the life lost this way. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.)","2","4","not_legal","legal","Creature — Zombie",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A38f3b157-0df4-409b-89cc-086e1531cd5b&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature"
"Kheru Mind-Eater","{2}{B}",3,"Menace
Whenever this creature deals combat damage to a player, that player exiles a card from their hand face down.
You may look at cards exiled with this creature, and you may play lands and cast spells from among those cards.","1","3","not_legal","legal","Creature — Vampire","Menace",NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Adfea918b-5702-4c12-ba36-e6aa4ace09c7&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature"
"Liliana, Waker of the Dead","{2}{B}{B}",4,"+1: Each player discards a card. Each opponent who can't loses 3 life.
−3: Target creature gets -X/-X until end of turn, where X is the number of cards in your graveyard.
−7: You get an emblem with ""At the beginning of combat on your turn, put target creature card from a graveyard onto the battlefield under your control. It gains haste.""",NA,NA,"not_legal","legal","Legendary Planeswalker — Liliana",NA,NA,NA,NA,"normal",71890,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ae0df8e2a-96d2-4e4d-b065-aa2e162abbfe&unique=prints","mythic",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Planeswalker"
"Liliana's Triumph","{1}{B}",2,"Each opponent sacrifices a creature of their choice. If you control a Liliana planeswalker, each opponent also discards a card.",NA,NA,"not_legal","legal","Instant",NA,NA,NA,NA,"normal",69549,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ac2e68ac5-cfff-4b76-8062-25a82fdf9a5c&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Instant"
"Malakir Blood-Priest","{1}{B}",2,"When this creature enters, each opponent loses X life and you gain X life, where X is the number of creatures in your party. (Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)","2","1","not_legal","legal","Creature — Vampire Cleric",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A3a3cb6fe-24ef-4c09-8ff8-f303fc472a8b&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature"
"Marauding Blight-Priest","{2}{B}",3,"Whenever you gain life, each opponent loses 1 life.","3","2","legal","legal","Creature — Vampire Cleric",NA,NA,NA,NA,"normal",93891,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A814b87fe-2a75-4ff2-8637-7e69e3fb285b&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature"
"Massacre Wurm","{3}{B}{B}{B}",6,"When this creature enters, creatures your opponents control get -2/-2 until end of turn.
Whenever a creature an opponent controls dies, that player loses 2 life.","6","5","legal","legal","Creature — Phyrexian Wurm",NA,NA,NA,NA,"normal",94142,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A93cf50cf-0ecc-4d3e-abea-778c1ebacec4&unique=prints","mythic",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature"
"Mirri the Cursed","{2}{B}{B}",4,"Flying, first strike, haste
Whenever Mirri deals combat damage to a creature, put a +1/+1 counter on Mirri.","3","2","not_legal","legal","Legendary Creature — Vampire Cat","Flying"," First strike"," Haste",NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A19d6a20b-4641-4c79-ae70-ed1ad5085472&unique=prints","rare",3,"Flying","Not deathtouch","Haste","Not vigilance","Creature"
"Netherborn Altar","{1}{B}",2,"{T}, Put a soul counter on this artifact: Put your commander into your hand from the command zone. Then you lose 3 life for each soul counter on this artifact.",NA,NA,"not_legal","legal","Artifact",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aa127d62a-8709-46bb-9301-96f09e7924a1&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact"
"Nevinyrral's Disk","{4}",4,"This artifact enters tapped.
{1}, {T}: Destroy all artifacts, creatures, and enchantments.",NA,NA,"not_legal","legal","Artifact",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A96230edf-568a-47dd-b877-9d92aa58fac8&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact"
"Nighthawk Scavenger","{1}{B}{B}",3,"Flying, deathtouch, lifelink
Nighthawk Scavenger's power is equal to 1 plus the number of card types among cards in your opponents' graveyards.","1+*","3","not_legal","legal","Creature — Vampire Rogue","Deathtouch"," Flying"," Lifelink",NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A379ed4ec-8f2e-448b-9ed2-a3181e2f877e&unique=prints","rare",3,"Flying","Deathtouch","Not haste","Not vigilance","Creature"
"Nullpriest of Oblivion","{1}{B}",2,"Kicker {3}{B} (You may pay an additional {3}{B} as you cast this spell.)
Lifelink
Menace (This creature can't be blocked except by two or more creatures.)
When this creature enters, if it was kicked, return target creature card from your graveyard to the battlefield.","2","1","legal","legal","Creature — Vampire Cleric","Lifelink"," Menace"," Kicker",NA,"normal",94039,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ac1111228-ef88-4b64-91e0-66ee32a1f5e4&unique=prints","rare",3,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature"
"Nyx Lotus","{4}",4,"Nyx Lotus enters tapped.
{T}: Choose a color. Add an amount of mana of that color equal to your devotion to that color. (Your devotion to a color is the number of mana symbols of that color in the mana costs of permanents you control.)",NA,NA,"not_legal","legal","Legendary Artifact",NA,NA,NA,NA,"normal",70746,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Acfb8cdde-11f6-441a-942b-32d8c191fc90&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact"
"Oubliette","{1}{B}{B}",3,"When this enchantment enters, target creature phases out until this enchantment leaves the battlefield. Tap that creature as it phases in this way. (Auras and Equipment phase out with it. While permanents are phased out, they're treated as though they don't exist.)",NA,NA,"not_legal","legal","Enchantment",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ac753e9e3-9374-4e3c-8622-94576a8c1da3&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Enchantment"
"Polluted Cistern // Dim Oubliette","{1}{B} // {4}{B}",7,NA,NA,NA,"not_legal","legal","Enchantment — Room // Enchantment — Room","Mill",NA,NA,NA,"split",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Acfcf34ba-b412-447f-b200-d841371c0a1c&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Enchantment"
"Patron of the Vein","{4}{B}{B}",6,"Flying
When this creature enters, destroy target creature an opponent controls.
Whenever a creature an opponent controls dies, exile it and put a +1/+1 counter on each Vampire you control.","4","4","not_legal","legal","Creature — Vampire Shaman","Flying",NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A8dbc8fdb-36ce-4f30-b679-9c2029fcd9c6&unique=prints","rare",1,"Flying","Not deathtouch","Not haste","Not vigilance","Creature"
"Pawn of Ulamog","{1}{B}{B}",3,"Whenever this creature or another nontoken creature you control dies, you may create a 0/1 colorless Eldrazi Spawn creature token. It has ""Sacrifice this token: Add {C}.""","2","2","not_legal","legal","Creature — Vampire Shaman",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A9bcaf141-1f1f-491f-aced-13dc093b9e2c&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature"
"Spawnsire of Ulamog","{10}",10,"Annihilator 1 (Whenever this creature attacks, defending player sacrifices a permanent of their choice.)
{4}: Create two 0/1 colorless Eldrazi Spawn creature tokens. They have ""Sacrifice this token: Add {C}.""
{20}: Cast any number of Eldrazi spells from among cards you own outside the game without paying their mana costs.","7","11","not_legal","legal","Creature — Eldrazi","Annihilator",NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ab90d2f4d-b4ea-40af-aea0-1ab4234ab80f&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature"
"Price of Betrayal","{B}",1,"Remove up to five counters from target artifact, creature, planeswalker, or opponent.",NA,NA,"not_legal","legal","Sorcery",NA,NA,NA,NA,"normal",69553,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A43a2bfe4-9705-4d0f-901a-21f9803b50f1&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery"
"Read the Bones","{2}{B}",3,"Scry 2, then draw two cards. You lose 2 life. (To scry 2, look at the top two cards of your library, then put any number of them on the bottom and the rest on top in any order.)",NA,NA,"not_legal","legal","Sorcery","Scry",NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A5bf4d8d9-a2b2-4dba-ac05-9d4470a89db2&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery"
"Reanimate","{B}",1,"Put target creature card from a graveyard onto the battlefield under your control. You lose life equal to its mana value.",NA,NA,"not_legal","legal","Sorcery",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aa044474a-cd72-4e9d-bd8d-a08f2de9cdc0&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery"
"Rise of the Dark Realms","{7}{B}{B}",9,"Put all creature cards from all graveyards onto the battlefield under your control.",NA,NA,"legal","legal","Sorcery",NA,NA,NA,NA,"normal",93896,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ae5223a09-f732-4747-8914-e6546ab0ef4c&unique=prints","mythic",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery"
"Rogue's Passage","",0,"{T}: Add {C}.
{4}, {T}: Target creature can't be blocked this turn.",NA,NA,"legal","legal","Land",NA,NA,NA,NA,"normal",93977,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Af29dc596-2121-4421-8463-15f6c2e8b9b3&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land"
"Sadistic Sacrament","{B}{B}{B}",3,"Kicker {7} (You may pay an additional {7} as you cast this spell.)
Search target player's library for up to three cards, exile them, then that player shuffles. If this spell was kicked, instead search that player's library for up to fifteen cards, exile them, then that player shuffles.",NA,NA,"not_legal","legal","Sorcery","Kicker",NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ae3d08582-85ba-48c4-a453-4a5a385a0c3e&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery"
"Sangromancer","{2}{B}{B}",4,"Flying
Whenever a creature an opponent controls dies, you may gain 3 life.
Whenever an opponent discards a card, you may gain 3 life.","3","3","not_legal","legal","Creature — Vampire Shaman","Flying",NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A920445ab-0ac2-4de7-bc1c-f5e58eb4424c&unique=prints","rare",1,"Flying","Not deathtouch","Not haste","Not vigilance","Creature"
"Sanguine Bond","{3}{B}{B}",5,"Whenever you gain life, target opponent loses that much life.",NA,NA,"not_legal","legal","Enchantment",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A73089a39-a2f6-4aa2-a058-e6551475153d&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Enchantment"
"Sengir, the Dark Baron","{4}{B}{B}",6,"Flying
Whenever another creature dies, put two +1/+1 counters on Sengir.
Whenever another player loses the game, you gain life equal to that player's life total as the turn began.
Partner (You can have two commanders if both have partner.)","4","4","not_legal","legal","Legendary Creature — Vampire Noble","Flying"," Partner",NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Af49f84f9-616e-495b-8d87-4de7941f230e&unique=prints","rare",2,"Flying","Not deathtouch","Not haste","Not vigilance","Creature"
"Mardu Shadowspear","{B}",1,"Whenever this creature attacks, each opponent loses 1 life.
Dash {1}{B} (You may cast this spell for its dash cost. If you do, it gains haste, and it's returned from the battlefield to its owner's hand at the beginning of the next end step.)","1","1","not_legal","legal","Creature — Human Warrior","Dash",NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ab6e972ae-cc2d-4c7e-9f49-c0616dc82064&unique=prints","uncommon",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature"
"Shadowspear","{1}",1,"Equipped creature gets +1/+1 and has trample and lifelink.
{1}: Permanents your opponents control lose hexproof and indestructible until end of turn.
Equip {2}",NA,NA,"not_legal","legal","Legendary Artifact — Equipment","Equip",NA,NA,NA,"normal",70747,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A8b27326f-e7b8-4a4d-b589-df459246d19a&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact"
"Sign in Blood","{B}{B}",2,"Target player draws two cards and loses 2 life.",NA,NA,"not_legal","legal","Sorcery",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ac6207f6a-a624-4754-88f5-dbe700c841ff&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery"
"Silversmote Ghoul","{2}{B}",3,"At the beginning of your end step, if you gained 3 or more life this turn, return this card from your graveyard to the battlefield tapped.
{1}{B}, Sacrifice this creature: Draw a card.","3","1","not_legal","legal","Creature — Zombie Vampire",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A67d55b4f-944e-4376-93ed-1a240bca1eae&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature"
"Skymarch Bloodletter","{2}{B}",3,"Flying
When this creature enters, target opponent loses 1 life and you gain 1 life.","2","2","not_legal","legal","Creature — Vampire Soldier","Flying",NA,NA,NA,"normal",67918,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A41684707-5118-45cf-892d-46b66045d026&unique=prints","common",1,"Flying","Not deathtouch","Not haste","Not vigilance","Creature"
"Sorin, Imperious Bloodlord","{2}{B}",3,"+1: Target creature you control gains deathtouch and lifelink until end of turn. If it's a Vampire, put a +1/+1 counter on it.
+1: You may sacrifice a Vampire. When you do, Sorin deals 3 damage to any target and you gain 3 life.
−3: You may put a Vampire creature card from your hand onto the battlefield.",NA,NA,"not_legal","legal","Legendary Planeswalker — Sorin",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Afee680c6-afe2-4321-9d8a-8f81a612a53b&unique=prints","mythic",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Planeswalker"
"Soul Collector","{3}{B}{B}",5,"Flying
Whenever a creature dealt damage by this creature this turn dies, return that card to the battlefield under your control.
Morph {B}{B}{B} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)","3","4","not_legal","legal","Creature — Vampire","Flying"," Morph",NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A7b7b3a34-13ff-45d4-ad0d-ac4bad9d0581&unique=prints","special",2,"Flying","Not deathtouch","Not haste","Not vigilance","Creature"
"Spark Harvest","{B}",1,"As an additional cost to cast this spell, sacrifice a creature or pay {3}{B}.
Destroy target creature or planeswalker.",NA,NA,"not_legal","legal","Sorcery",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A25756e33-25e5-4976-8cce-a39fa2c4b007&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery"
"Leechridden Swamp","",0,"({T}: Add {B}.)
This land enters tapped.
{B}, {T}: Each opponent loses 1 life. Activate only if you control two or more black permanents.",NA,NA,"not_legal","legal","Land — Swamp",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ad83c86c1-126d-49e9-9b13-9e55784c49c5&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land"
